name,femaDeclarationString,declarationTitle,incidentBeginDate,incidentEndDate,disasterNumber,incidentType,pop,tot_pop,ratio_pop,total_bill,max_customers,mean_customers,min_customers,mean_duration
Harrisburg/Lancaster SMM xAOC,DR-4506-PA,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4506,Biological,2043134,2043134,1,0,NA,NA,NA,NA
Harrisburg/Lancaster SMM xAOC,DR-4618-PA,REMNANTS OF HURRICANE IDA,8/31/2021,9/5/2021,4618,Hurricane,727768,2043134,0.356201796,0.004197937,16623,2082.578136,5,71.375
Hartford/New Haven SMM xAOC,DR-4500-CT,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4500,Biological,2621634,2621634,1,0,NA,NA,NA,NA
Hartford/New Haven SMM xAOC,DR-4629-CT,REMNANTS OF HURRICANE IDA,9/1/2021,9/2/2021,4629,Hurricane,1462536,2621634,0.557871923,3.42E-04,26646,3596.077112,4,21.75
Hartford/New Haven SMM xAOC,EM-3535-CT,TROPICAL STORM ISAIAS,8/4/2020,8/4/2020,3535,Hurricane,2621634,2621634,1,0.021696475,372917,56773.1355,8,9.035714286
Hartford/New Haven SMM xAOC,EM-3564-CT,HURRICANE HENRI,8/21/2021,8/24/2021,3564,Hurricane,2621634,2621634,1,4.97E-05,35868,4828.901702,7,34.89285714
Houston SMM xAOC,DR-4466-TX,TROPICAL STORM IMELDA,9/17/2019,9/23/2019,4466,Flood,5477872,7430252,0.73723906,0,63196,6741.426494,55,82.15
Houston SMM xAOC,DR-4485-TX,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4485,Biological,7430252,7430252,1,0,NA,NA,NA,NA
Houston SMM xAOC,DR-4572-TX,HURRICANE LAURA,8/23/2020,8/27/2020,4572,Hurricane,341541,7430252,0.045966274,0.002606268,5328,213.6897723,1,10.5
Houston SMM xAOC,DR-4586-TX,SEVERE WINTER STORMS,2/11/2021,2/21/2021,4586,Severe Ice Storm,7430252,7430252,1,0.016996667,1734789,225365.0674,41,121.7375
Houston SMM xAOC,EM-3530-TX,HURRICANE HANNA,7/25/2020,7/31/2020,3530,Hurricane,6352543,7430252,0.854956602,0,34986,1880.674873,19,34.78125
Houston SMM xAOC,EM-3540-TX,TROPICAL STORMS MARCO AND LAURA,8/23/2020,8/27/2020,3540,Hurricane,7343052,7430252,0.988264193,0.002531483,148878,7155.866869,32,14.67647059
Houston SMM xAOC,EM-3554-TX,SEVERE WINTER STORM,2/11/2021,2/21/2021,3554,Severe Ice Storm,7430252,7430252,1,0,1734789,225365.0674,41,121.7375
Indianapolis SMM xAOC,DR-4515-IN,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4515,Biological,3078444,3078444,1,0,NA,NA,NA,NA
Indianapolis SMM xAOC,DR-4704-IN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/31/2023,4/1/2023,4704,Severe Storm,617851,3078444,0.200702368,0.00236747,46064,18330.16176,15,20.38888889
Jacksonville SMM xAOC,DR-4486-FL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4486,Biological,1979212,1979212,1,0,NA,NA,NA,NA
Jacksonville SMM xAOC,DR-4673-FL,HURRICANE IAN,9/23/2022,11/4/2022,4673,Hurricane,1751442,1979212,0.884918846,0.006613131,73043,1435.900376,0,60.02777778
Jacksonville SMM xAOC,DR-4680-FL,HURRICANE NICOLE,11/7/2022,11/30/2022,4680,Hurricane,1751442,1979212,0.884918846,0.024499789,73321,1157.973596,0,39.91666667
Jacksonville SMM xAOC,DR-4734-FL,HURRICANE IDALIA,8/27/2023,9/4/2023,4734,Hurricane,1751442,1979212,0.884918846,0.001706448,86977,7103.460566,5,47.05555556
Jacksonville SMM xAOC,DR-4738-GA,HURRICANE IDALIA,8/30/2023,8/30/2023,4738,Hurricane,227770,1979212,0.115081154,0.001637037,72847,29120.85731,43,10.04166667
Jacksonville SMM xAOC,EM-3419-FL,HURRICANE DORIAN,8/28/2019,9/9/2019,3419,Hurricane,1979212,1979212,1,0.013157641,22081,444.2417366,9,15.58333333
Jacksonville SMM xAOC,EM-3422-GA,HURRICANE DORIAN,8/29/2019,9/7/2019,3422,Hurricane,191954,1979212,0.096985063,0,6792,242.9736946,5,9.6
Jacksonville SMM xAOC,EM-3533-FL,HURRICANE ISAIAS,7/31/2020,8/4/2020,3533,Hurricane,1606827,1979212,0.811851889,2.87E-05,8273,386.8891182,5,6.6
Jacksonville SMM xAOC,EM-3561-FL,TROPICAL STORM ELSA,7/4/2021,7/8/2021,3561,Severe Storm,1486374,1979212,0.750992819,5.92E-06,38870,1765.910432,11,11.40625
Jacksonville SMM xAOC,EM-3584-FL,TROPICAL STORM IAN,9/23/2022,11/4/2022,3584,Hurricane,1751442,1979212,0.884918846,0,73043,1435.900376,0,60.02777778
Jacksonville SMM xAOC,EM-3587-FL,TROPICAL STORM NICOLE,11/7/2022,11/30/2022,3587,Tropical Storm,1635175,1979212,0.82617476,0,68174,1016.351079,0,48.66666667
Jacksonville SMM xAOC,EM-3596-FL,TROPICAL STORM IDALIA,8/27/2023,9/4/2023,3596,Tropical Storm,1751442,1979212,0.884918846,0,86977,7103.460566,5,47.05555556
Kansas City SMM xAOC,DR-4435-MO,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",3/11/2019,4/16/2019,4435,Flood,140835,2575598,0.054680505,0.01164695,3350,45.76444557,4,3.375
Kansas City SMM xAOC,DR-4449-KS,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING,LANDSLIDES,AND MUDSLIDES",4/28/2019,7/12/2019,4449,Severe Storm,463802,2575598,0.180075462,0.011799393,20171,289.1484809,8,76.75
Kansas City SMM xAOC,DR-4451-MO,"SEVERE STORMS, TORNADOES, AND FLOODING",4/29/2019,7/5/2019,4451,Severe Storm,1284090,2575598,0.498559946,0.023946413,31092,487.2071697,15,42.94736842
Kansas City SMM xAOC,DR-4490-MO,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4490,Biological,2575598,2575598,1,0,NA,NA,NA,NA
Kansas City SMM xAOC,DR-4552-MO,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",5/3/2020,5/4/2020,4552,Severe Storm,38184,2575598,0.014825295,6.63E-06,5251,1424.631614,5,7.125
Kansas City SMM xAOC,DR-4612-MO,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",6/24/2021,7/1/2021,4612,Severe Storm,121444,2575598,0.047151768,0.006986076,4585,257.5628285,10,3.972222222
Kansas City SMM xAOC,DR-4640-KS,SEVERE STORMS AND STRAIGHT LINE WINDS,12/15/2021,12/15/2021,4640,Severe Storm,166009,2575598,0.064454546,9.86E-04,1195,198.4,1,3
Kansas City SMM xAOC,DR-4741-MO,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",7/29/2023,8/14/2023,4741,Severe Storm,56517,2575598,0.021943254,7.80E-05,6471,163.3958413,0,7.55
Kansas City SMM xAOC,DR-4747-KS,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",7/14/2023,7/21/2023,4747,Severe Storm,768957,2575598,0.298554743,2.01E-04,98874,13245.13549,5,103
Kansas City SMM xAOC,EM-3412-KS,TORNADOES AND FLOODING,5/9/2019,7/12/2019,3412,Severe Storm,247411,2575598,0.096059634,0,10221,182.1755567,5,67.05
Knoxville SMM xAOC,DR-4427-TN,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/19/2019,3/30/2019,4427,Flood,1225593,1402321,0.873974646,0.008340119,18954,575.4282659,12,16.35294118
Knoxville SMM xAOC,DR-4428-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/6/2019,3/10/2019,4428,Severe Storm,69246,1402321,0.049379564,0.003951032,1902,41.68696444,3,5.25
Knoxville SMM xAOC,DR-4497-KY,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4497,Biological,1402321,1402321,1,0,NA,NA,NA,NA
Knoxville SMM xAOC,DR-4540-KY,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/3/2020,2/29/2020,4540,Severe Storm,69246,1402321,0.049379564,0.003301471,2055,99.56758778,3,6.916666667
Knoxville SMM xAOC,DR-4541-TN,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4/12/2020,4/13/2020,4541,Severe Storm,108530,1402321,0.077393122,2.78E-04,4966,1041.41938,5,13.25
Knoxville SMM xAOC,DR-4592-KY,"SEVERE WINTER STORMS, LANDSLIDES, AND MUDSLIDES",2/8/2021,2/19/2021,4592,Severe Ice Storm,43220,1402321,0.030820333,8.26E-05,5497,1709.240696,3,52.5
Knoxville SMM xAOC,DR-4594-TN,SEVERE WINTER STORMS,2/11/2021,2/19/2021,4594,Severe Ice Storm,40670,1402321,0.029001919,3.27E-04,1542,476.2639103,61,9.875
Knoxville SMM xAOC,DR-4595-KY,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/27/2021,3/14/2021,4595,Flood,51986,1402321,0.037071398,6.22E-04,1416,43.62606567,2,6.375
Knoxville SMM xAOC,DR-4601-TN,"SEVERE STORMS, TORNADOES, AND FLOODING",3/25/2021,4/3/2021,4601,Tornado,135773,1402321,0.0968202,0.001988752,1804,141.5882145,4,8.05
Knoxville SMM xAOC,DR-4663-KY,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",7/26/2022,8/11/2022,4663,Flood,25960,1402321,0.018512167,9.65E-04,1063,54.38050144,0,31
Knoxville SMM xAOC,DR-4691-TN,SEVERE WINTER STORM,12/22/2022,12/27/2022,4691,Winter Storm,506154,1402321,0.360940184,6.97E-04,27956,1611.985445,1,33.875
Knoxville SMM xAOC,DR-4701-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/31/2023,4/1/2023,4701,Severe Storm,21385,1402321,0.015249718,0,0,0,0,0
Knoxville SMM xAOC,DR-4702-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",3/3/2023,3/4/2023,4702,Severe Storm,17260,1402321,0.012308166,0,3783,1784.732337,1,27.5
Knoxville SMM xAOC,DR-4711-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/15/2023,2/20/2023,4711,Flood,51986,1402321,0.037071398,0.00178124,2593,174.9337123,5,4.5
Knoxville SMM xAOC,DR-4712-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",3/1/2023,3/3/2023,4712,Severe Storm,104996,1402321,0.074873014,8.51E-05,17135,1482.829771,1,8.75
Knoxville SMM xAOC,DR-4742-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",8/7/2023,8/7/2023,4742,Severe Storm,693047,1402321,0.494214235,0.004662884,93609,22116.67722,3,6.05
Las Vegas SMM xAOC,DR-4523-NV,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4523,Biological,2327908,2327908,1,0,NA,NA,NA,NA
Las Vegas SMM xAOC,DR-4708-NV,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3/8/2023,3/19/2023,4708,Flood,5179,2327908,0.002224744,5.34E-04,NA,NA,NA,NA
Los Angeles SMM xAOC,DR-4431-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/13/2019,2/15/2019,4431,Severe Storm,2465569,18688367,0.131930682,0.026392978,4145,831.8195444,5,38.25
Los Angeles SMM xAOC,DR-4482-CA,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4482,Biological,18688367,18688367,1,0,NA,NA,NA,NA
Los Angeles SMM xAOC,DR-4569-CA,WILDFIRES,9/4/2020,11/17/2020,4569,Fire,12188881,18688367,0.652217553,0.010867994,128169,4193.536217,2,1616.875
Los Angeles SMM xAOC,DR-4683-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",12/27/2022,1/31/2023,4683,Flood,10873798,18688367,0.581848484,0.005828045,48776,2750.770469,1,343.5833333
Los Angeles SMM xAOC,DR-4699-CA,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/21/2023,7/10/2023,4699,Severe Storm,13051077,18688367,0.698352991,0.002544185,80663,2994.271369,0,1492.125
Los Angeles SMM xAOC,DR-4750-CA,TROPICAL STORM HILARY,8/19/2023,8/21/2023,4750,Hurricane,2483562,18688367,0.132893473,8.80E-05,10339,2009.478078,7,33.75
Los Angeles SMM xAOC,EM-3415-CA,EARTHQUAKES,7/4/2019,7/12/2019,3415,Earthquake,2177279,18688367,0.116504508,0,8972,612.68162,1,125
Los Angeles SMM xAOC,EM-3591-CA,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1/8/2023,1/31/2023,3591,Flood,18669504,18688367,0.998990656,0,93031,3783.516914,1,309.7
Los Angeles SMM xAOC,EM-3592-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3/9/2023,7/10/2023,3592,Flood,15377725,18688367,0.822850118,0,88162,2312.141109,0,1449.375
Los Angeles SMM xAOC,FM-5293-CA,SADDLERIDGE FIRE,10/10/2019,10/22/2019,5293,Fire,10855805,18688367,0.580885692,0,27179,1521.794684,2,198.25
Los Angeles SMM xAOC,FM-5296-CA,TICK FIRE,10/24/2019,10/29/2019,5296,Fire,10011602,18688367,0.535713045,0,29765,1784.60019,1,111.75
Los Angeles SMM xAOC,FM-5297-CA,GETTY FIRE,10/28/2019,11/2/2019,5297,Fire,10011602,18688367,0.535713045,0,29765,2376.309028,2,140.25
Los Angeles SMM xAOC,FM-5298-CA,EASY FIRE,10/30/2019,11/2/2019,5298,Fire,844203,18688367,0.045172647,0,17178,2815.055593,3,82.25
Los Angeles SMM xAOC,FM-5299-CA,HILL FIRE,10/30/2019,11/1/2019,5299,Fire,2465569,18688367,0.131930682,0,10744,647.9875992,1,42.5
Los Angeles SMM xAOC,FM-5300-CA,46 FIRE,10/31/2019,11/2/2019,5300,Fire,2465569,18688367,0.131930682,0,10744,854.3402778,27,57
Los Angeles SMM xAOC,FM-5301-CA,HILLSIDE FIRE,10/31/2019,11/2/2019,5301,Fire,2177279,18688367,0.116504508,0,5656,637.3541667,1,41.25
Los Angeles SMM xAOC,FM-5302-CA,MARIA FIRE,11/1/2019,11/5/2019,5302,Fire,844203,18688367,0.045172647,0,2658,347.8875,4,95.75
Los Angeles SMM xAOC,FM-5325-CA,APPLE FIRE,8/2/2020,8/11/2020,5325,Fire,4642848,18688367,0.24843519,0,7236,689.5972823,4,128.875
Los Angeles SMM xAOC,FM-5350-CA,EL DORADO FIRE,9/5/2020,9/24/2020,5350,Fire,2177279,18688367,0.116504508,0,32929,1259.583122,1,422.75
Los Angeles SMM xAOC,FM-5374-CA,BOBCAT FIRE,9/13/2020,11/27/2020,5374,Fire,10011602,18688367,0.535713045,0,0,0,0,0
Los Angeles SMM xAOC,FM-5380-CA,SILVERADO FIRE,10/26/2020,11/7/2020,5380,Fire,3170851,18688367,0.169669774,0,0,0,0,0
Los Angeles SMM xAOC,FM-5381-CA,BLUE RIDGE FIRE,10/26/2020,11/7/2020,5381,Fire,7813699,18688367,0.418104963,0,0,0,0,0
Los Angeles SMM xAOC,FM-5383-CA,BOND FIRE,12/3/2020,12/10/2020,5383,Fire,3170851,18688367,0.169669774,0,0,0,0,0
Los Angeles SMM xAOC,FM-5439-CA,COASTAL FIRE,5/11/2022,5/16/2022,5439,Fire,3170851,18688367,0.169669774,0,3618,504.0594468,1,100.75
Los Angeles SMM xAOC,FM-5451-CA,FAIRVIEW FIRE,9/5/2022,9/14/2022,5451,Fire,2465569,18688367,0.131930682,0,10944,959.0311728,0,177.25
Louisville SMM xAOC,DR-4428-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/6/2019,3/10/2019,4428,Severe Storm,77528,1778189,0.043599415,0.001489075,1528,74.66131491,3,1.35
Louisville SMM xAOC,DR-4497-KY,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4497,Biological,1778189,1778189,1,0,NA,NA,NA,NA
Louisville SMM xAOC,DR-4592-KY,"SEVERE WINTER STORMS, LANDSLIDES, AND MUDSLIDES",2/8/2021,2/19/2021,4592,Severe Ice Storm,91193,1778189,0.0512842,0,3637,126.5658719,2,8.833333333
Louisville SMM xAOC,DR-4595-KY,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/27/2021,3/14/2021,4595,Flood,19237,1778189,0.01081831,0,0,0,0,0
Louisville SMM xAOC,DR-4643-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES",12/31/2021,1/2/2022,4643,Severe Storm,36684,1778189,0.020629978,0,0,0,0,0
Louisville SMM xAOC,DR-4702-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",3/3/2023,3/4/2023,4702,Severe Storm,1277095,1778189,0.718199809,0.001980492,183785,87201.35295,213,28.07352941
Louisville SMM xAOC,EM-3575-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",12/10/2021,12/11/2021,3575,Tornado,496258,1778189,0.27908057,3.08E-04,9373,2175.769414,10,14.20833333
Memphis SMM xAOC,DR-4427-TN,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/19/2019,3/30/2019,4427,Flood,150107,1807993,0.083024105,0.001703205,7512,227.2454926,3,7.5625
Memphis SMM xAOC,DR-4429-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2/22/2019,8/23/2019,4429,Severe Storm,154287,1807993,0.08533606,0.001491028,6498,93.92825865,4,38.8
Memphis SMM xAOC,DR-4470-MS,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",10/26/2019,10/26/2019,4470,Severe Storm,59064,1807993,0.032668268,0.005835563,5063,1407.085106,1,4.25
Memphis SMM xAOC,DR-4471-TN,SEVERE STORM AND STRAIGHT-LINE WINDS,10/26/2019,10/26/2019,4471,Severe Storm,25662,1807993,0.014193639,5.12E-04,0,0,0,0
Memphis SMM xAOC,DR-4478-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1/10/2020,1/11/2020,4478,Severe Storm,226295,1807993,0.125163648,0.003394515,18078,4476.308437,3,13.75
Memphis SMM xAOC,DR-4514-TN,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4514,Biological,1807993,1807993,1,0,NA,NA,NA,NA
Memphis SMM xAOC,DR-4536-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4/12/2020,4/12/2020,4536,Severe Storm,155150,1807993,0.085813385,8.53E-04,8199,916.8878391,105,2.625
Memphis SMM xAOC,DR-4550-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",5/3/2020,5/4/2020,4550,Severe Storm,37122,1807993,0.020532159,2.64E-05,730,69.50280449,2,1.5
Memphis SMM xAOC,DR-4556-AR,SEVERE STORMS AND STRAIGHT-LINE WINDS,4/12/2020,4/12/2020,4556,Tornado,17769,1807993,0.009828025,1.50E-04,285,15.35714286,1,0.25
Memphis SMM xAOC,DR-4594-TN,SEVERE WINTER STORMS,2/11/2021,2/19/2021,4594,Severe Ice Storm,998117,1807993,0.552058,0.005980481,12564,928.4867526,1,115.75
Memphis SMM xAOC,DR-4601-TN,"SEVERE STORMS, TORNADOES, AND FLOODING",3/25/2021,4/3/2021,4601,Tornado,50711,1807993,0.028048228,0.001031914,0,0,0,0
Memphis SMM xAOC,DR-4633-AR,SEVERE STORMS AND TORNADOES,12/10/2021,12/11/2021,4633,Tornado,64219,1807993,0.035519496,0,7922,2669.556647,14,21.625
Memphis SMM xAOC,DR-4645-TN,SEVERE WINTER STORM,2/3/2022,2/4/2022,4645,Severe Storm,1096870,1807993,0.606678234,0.033539364,157080,96666.14898,26,27.33333333
Memphis SMM xAOC,DR-4691-TN,SEVERE WINTER STORM,12/22/2022,12/27/2022,4691,Winter Storm,937070,1807993,0.518292936,0.001808365,84234,4875.862438,1,65.25
Memphis SMM xAOC,DR-4697-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/24/2023,3/25/2023,4697,Severe Storm,34102,1807993,0.018861799,0.00104818,2749,515.1458333,0,22.25
Memphis SMM xAOC,DR-4698-AR,SEVERE STORMS AND TORNADOES,3/31/2023,3/31/2023,4698,Severe Storm,16333,1807993,0.009033774,0.012333964,6752,2407.190476,17,2
Memphis SMM xAOC,DR-4701-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/31/2023,4/1/2023,4701,Severe Storm,129670,1807993,0.07172041,0.040175644,19184,4330.178819,53,11.8125
Memphis SMM xAOC,DR-4712-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",3/1/2023,3/3/2023,4712,Severe Storm,118756,1807993,0.065683883,1.11E-04,9911,1745.2998,2,5.875
Memphis SMM xAOC,DR-4729-TN,SEVERE STORMS AND STRAIGHT-LINE WINDS,6/25/2023,6/26/2023,4729,Severe Storm,1039829,1807993,0.575128886,0.015146977,147592,54976.26581,3,25.33333333
Memphis SMM xAOC,DR-4735-TN,SEVERE STORMS AND STRAIGHT-LINE WINDS,7/18/2023,7/21/2023,4735,Severe Storm,1039829,1807993,0.575128886,0.00157497,151436,39026.90195,37,40.75
Memphis SMM xAOC,DR-4748-AR,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",6/25/2023,6/26/2023,4748,Severe Storm,23502,1807993,0.012998944,3.24E-04,5070,2241.661458,0,25
Memphis SMM xAOC,EM-3541-AR,HURRICANE LAURA,8/26/2020,8/28/2020,3541,Hurricane,180111,1807993,0.099619302,0,3040,484.2597591,8,17.17857143
Memphis SMM xAOC,EM-3569-MS,HURRICANE IDA,8/28/2021,9/1/2021,3569,Hurricane,886358,1807993,0.490244154,0,4181,320.8609406,6,4.25
Memphis SMM xAOC,EM-3576-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",12/10/2021,12/11/2021,3576,Tornado,74244,1807993,0.041064318,0,1680,389.1038961,1,17.75
Miami/West Palm Beach SMM xAOC,DR-4486-FL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4486,Biological,6929939,6929939,1,0,NA,NA,NA,NA
Miami/West Palm Beach SMM xAOC,DR-4673-FL,HURRICANE IAN,9/23/2022,11/4/2022,4673,Hurricane,6929939,6929939,1,0.015911107,193833,4464.843221,0,269.5625
Miami/West Palm Beach SMM xAOC,DR-4680-FL,HURRICANE NICOLE,11/7/2022,11/30/2022,4680,Hurricane,6856042,6929939,0.989336558,0.031911964,57424,1505.173737,0,104.5357143
Miami/West Palm Beach SMM xAOC,DR-4709-FL,"SEVERE STORMS, TORNADOES, AND FLOODING",4/12/2023,4/14/2023,4709,Flood,1955475,6929939,0.282177808,0.002613648,10140,1547.069444,0,62
Miami/West Palm Beach SMM xAOC,EM-3419-FL,HURRICANE DORIAN,8/28/2019,9/9/2019,3419,Hurricane,6929939,6929939,1,0.032350967,38664,1404.761451,9,86.53125
Miami/West Palm Beach SMM xAOC,EM-3533-FL,HURRICANE ISAIAS,7/31/2020,8/4/2020,3533,Hurricane,6929939,6929939,1,0.001158415,50666,1374.126275,15,36.15625
Miami/West Palm Beach SMM xAOC,EM-3560-FL,SURFSIDE BUILDING COLLAPSE,6/24/2021,7/4/2021,3560,Other,2711612,6929939,0.391289447,0.057581115,5886,380.5267145,13,209
Miami/West Palm Beach SMM xAOC,EM-3561-FL,TROPICAL STORM ELSA,7/4/2021,7/8/2021,3561,Severe Storm,2785509,6929939,0.401952889,0,6781,666.581812,33,59
Miami/West Palm Beach SMM xAOC,EM-3584-FL,TROPICAL STORM IAN,9/23/2022,11/4/2022,3584,Hurricane,6929939,6929939,1,0,193833,4464.843221,0,269.5625
Miami/West Palm Beach SMM xAOC,EM-3587-FL,TROPICAL STORM NICOLE,11/7/2022,11/30/2022,3587,Tropical Storm,6856042,6929939,0.989336558,0,57424,1505.173737,0,104.5357143
Milwaukee SMM xAOC,DR-4477-WI,SEVERE WINTER STORM AND FLOODING,1/10/2020,1/12/2020,4477,Flood,1312975,2335004,0.562300964,0.00457692,6970,527.0026997,3,12
Milwaukee SMM xAOC,DR-4520-WI,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4520,Biological,2335004,2335004,1,0,NA,NA,NA,NA
Minneapolis/St. Paul SMM xAOC,DR-4442-MN,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",3/12/2019,4/28/2019,4442,Flood,1349652,4846565,0.278475993,0.029150325,26665,895.8804897,14,14.46
Minneapolis/St. Paul SMM xAOC,DR-4459-WI,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",7/18/2019,7/20/2019,4459,Flood,88931,4846565,0.018349284,0.004378581,14130,4826.497916,2,25.125
Minneapolis/St. Paul SMM xAOC,DR-4520-WI,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4520,Biological,4846565,4846565,1,0,NA,NA,NA,NA
Minneapolis/St. Paul SMM xAOC,DR-4658-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",5/8/2022,5/13/2022,4658,Severe Storm,473059,4846565,0.097607068,0.007133753,38071,7245.567418,1179,19.85
Minneapolis/St. Paul SMM xAOC,DR-4659-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4/22/2022,6/15/2022,4659,Flood,47205,4846565,0.009739888,7.25E-04,6734,71.02208482,0,27.75
Minneapolis/St. Paul SMM xAOC,DR-4666-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",5/29/2022,5/30/2022,4666,Severe Storm,388821,4846565,0.080226098,0.003265464,31378,4209.137381,356,4.15
Minneapolis/St. Paul SMM xAOC,DR-4722-MN,SEVERE STORMS AND FLOODING,4/11/2023,4/30/2023,4722,Flood,203785,4846565,0.042047306,0.004246946,3677,233.5618647,1,2.642857143
Mobile/Pensacola SMM xAOC,DR-4486-FL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4486,Biological,1499705,1499705,1,0,NA,NA,NA,NA
Mobile/Pensacola SMM xAOC,DR-4551-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4/22/2020,4/23/2020,4551,Severe Storm,24435,1499705,0.016293204,1.74E-04,5057,736.2033333,1,12.25
Mobile/Pensacola SMM xAOC,DR-4573-AL,HURRICANE ZETA,10/28/2020,10/29/2020,4573,Hurricane,512139,1499705,0.341493161,0.041144191,128470,55333.04431,337,22.0625
Mobile/Pensacola SMM xAOC,DR-4673-FL,HURRICANE IAN,9/23/2022,11/4/2022,4673,Hurricane,715377,1499705,0.477011812,0,5796,55.21700703,0,29.08333333
Mobile/Pensacola SMM xAOC,DR-4684-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",1/12/2023,1/12/2023,4684,Severe Storm,425571,1499705,0.283769808,5.29E-05,979,165.7666667,4,2.625
Mobile/Pensacola SMM xAOC,DR-4727-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",6/14/2023,6/19/2023,4727,Severe Storm,13569,1499705,0.009047779,0,1514,96.72163368,0,19.5
